,0
1244,lot
1245,smarter
1246,get
1247,lot
1248,tougher
1249,speaking
1250,tough
1251,us
1252,today
1253,ice
1254,agent
1255,derek
1256,dunn
1257,derek
1258,worked
1259,state
1260,police
1261,uncover
1262,major
1263,drug
1264,smuggling
1265,operation
1266,lawrence
1267,massachusetts
1268,derek
1269,derek
1270,derek
1271,come
1272,derek
1273,i
1274,love
1275,tough
1276,guys
1277,need
1278,tough
1279,guys
1280,come
1281,derek
1282,agent
1283,dunn
1284,want
1285,say
1286,thanks
1287,everyone
1288,battle
1289,absolute
1290,battle
1291,counterparts
1292,dea
1293,fbi
1294,everybody
1295,law
1296,enforcement
1297,state
1298,police
1299,local
1300,police
1301,absolute
1302,battle
1303,work
1304,together
1305,going
1306,get
1307,solved
1308,president
1309,thank
1310,know
1311,going
1312,laughter
1313,know
1314,going
1315,honor
1316,boy
1317,right
1318,made
1319,big
1320,impact
1321,i
1322,also
1323,want
1324,mention
1325,ice
1326,agent
1327,ron
1328,morin
1329,manchester
1330,police
1331,detective
1332,patrick
1333,maguire
1334,helped
1335,lead
1336,team
1337,arrested
1338,terrible
1339,human
1340,trafficker
1341,used
1342,opioids
1343,harm
1344,violent
1345,way
1346,victims
1347,thank
1348,bringing
1349,trafficker
1350,strong
1351,swift
1352,justice
1353,guys
1354,thank
1355,stand
1356,fellas
1357,thank
1358,thank
1359,also
1360,shutting
1361,illegal
1362,online
1363,marketplaces
1364,preventing
1365,drugs
1366,come
1367,china
1368,countries
1369,bypassing
1370,borders
1371,getting
1372,tough
1373,choice
1374,choice
1375,nice
1376,soft
1377,weak
1378,going
1379,country
1380,left
1381,strengthen
1382,strengthen
1383,laws
1384,stop
1385,happening
1386,drug
1387,traffickers
1388,kill
1389,many
1390,thousands
1391,citizens
1392,every
1393,year
1394,department
1395,justice
1396,seeking
1397,many
1398,much
1399,tougher
1400,penalties
1401,ever
1402,focusing
1403,penalty
1404,i
1405,talked
1406,previously
1407,big
1408,pushers
1409,ones
1410,really
1411,killing
1412,many
1413,people
1414,penalty
1415,going
1416,death
1417,penalty
1418,look
1419,look
1420,countries
1421,i
1422,gotten
1423,know
1424,leaders
1425,many
1426,countries
1427,i
1428,mention
1429,names
1430,know
1431,countries
1432,i
1433,talking
1434,i
1435,go
1436,around
1437,drug
1438,problem
1439,much
1440,drug
1441,problem
1442,mean
1443,drug
1444,problem
1445,well
1446,i
1447,say
1448,come
1449,zero
1450,tolerance
1451,drug
1452,dealers
1453,i
1454,said
1455,mean
1456,means
1457,death
1458,penalty
1459,drug
1460,dealers
1461,drug
1462,problem
1463,take
1464,look
1465,countries
1466,play
1467,games
1468,drug
1469,problem
1470,court
1471,cases
1472,last
1473,10
1474,years
1475,get
1476,end
1477,got
1478,tough
1479,smart
1480,change
1481,laws
1482,working
1483,right
1484,department
1485,justice
1486,working
1487,hard
1488,ultimate
1489,penalty
1490,death
1491,penalty
1492,maybe
1493,country
1494,ready
1495,possible
1496,possible
1497,country
1498,ready
1499,i
1500,understand
1501,maybe
1502,although
1503,personally
1504,i
1505,understand
1506,people
1507,good
1508,people
1509,strong
1510,smart
1511,people
1512,would
1513,differ
1514,us
1515,i
1516,think
1517,unless
1518,unless
1519,really
1520,really
1521,powerful
1522,penalties
1523,led
1524,death
1525,penalty
1526,really
1527,bad
1528,pushers
1529,abusers
1530,going
1531,get
1532,nowhere
1533,i
1534,telling
1535,going
1536,get
1537,somewhere
1538,companies
1539,must
1540,also
1541,held
1542,accountable
1543,department
1544,justice
1545,recently
1546,created
1547,task
1548,force
1549,coordinate
1550,investigations
1551,lawsuits
1552,manufacturers
1553,bad
1554,actors
1555,harm
1556,citizens
1557,i
1558,tell
1559,jeff
1560,sessions
1561,us
1562,feels
1563,strongly
1564,working
1565,hard
1566,effectively
1567,appreciate
1568,much
1569,thank
1570,thank
1571,jeff
1572,thank
1573,i
1574,think
1575,nothing
1576,important
1577,third
1578,part
1579,initiative
1580,get
1581,lifesaving
1582,help
1583,need
1584,going
1585,make
1586,sure
1587,first
1588,responders
1589,access
1590,lifesaving
1591,overdose
1592,reversing
1593,drugs
1594,way
1595,amazing
1596,us
1597,today
1598,mike
1599,kelly
1600,president
1601,adapt
1602,pharma
1603,adapt
1604,pharma
1605,makes
1606,overdose
1607,reversing
1608,drug
1609,opioids
1610,i
1611,watched
1612,seen
1613,work
1614,called
1615,narcan
1616,actually
1617,incredible
1618,today
1619,applaud
1620,adapt
1621,pharma
1622,decision
1623,provide
1624,free
1625,free
1626,narcan
1627,high
1628,schools
1629,colleges
1630,universities
1631,america
1632,i
1633,like
1634,come
1635,mike
1636,come
1637,mike
1638,come
1639,mike
1640,really
1641,amazing
1642,generous
1643,offer
1644,thank
1645,tell
1646,us
1647,little
1648,bit
1649,mike
1650,please
1651,mr
1652,kelly
1653,adapt
1654,small
1655,company
1656,big
1657,job
1658,reverse
1659,overdoses
1660,provided
1661,free
1662,charge
1663,four
1664,boxes
1665,colleges
1666,universities
1667,united
1668,states
1669,two
1670,boxes
1671,free
1672,every
1673,high
1674,school
1675,united
1676,states
1677,well
1678,educational
1679,awareness
1680,nursing
1681,departments
1682,well
1683,faculty
1684,train
1685,teach
1686,everybody
1687,dangers
1688,opioids
1689,risks
1690,also
1691,benefits
1692,narcan
1693,nasal
1694,spray
1695,near
1696,opioids
1697,president
1698,thank
1699,much
1700,mr
1701,kelly
1702,thank
1703,appreciate
1704,president
1705,thank
1706,mike
1707,amazing
1708,generous
1709,i
1710,watched
1711,police
1712,fire
1713,come
1714,around
1715,become
1716,good
1717,i
1718,seen
1719,people
1720,dead
1721,wake
1722,problem
1723,go
1724,back
1725,many
1726,cases
1727,drugs
1728,work
1729,work
1730,strongly
1731,i
1732,also
1733,want
1734,recommend
1735,commend
1736,richmond
1737,based
1738,company
1739,kaléo
1740,donating
1741,300
1742,000
1743,doses
1744,overdose
1745,reversing
1746,drug
1747,first
1748,responders
1749,already
1750,saved
1751,5
1752,000
1753,lives
1754,short
1755,period
1756,time
1757,administration
1758,made
1759,clear
1760,medical
1761,providers
1762,share
1763,crucial
1764,information
1765,family
1766,members
1767,overdose
1768,loved
1769,ones
1770,help
1771,get
1772,treatment
1773,need
1774,treatment
1775,making
1776,medically
1777,assisted
1778,treatment
1779,available
1780,affordable
1781,continue
1782,increase
1783,competition
1784,drive
1785,drug
1786,prices
1787,driving
1788,going
1789,major
1790,news
1791,conference
1792,probably
1793,white
1794,house
1795,month
1796,people
1797,i
1798,talking
1799,prescription
1800,drugs
1801,necessarily
1802,drugs
1803,talking
1804,pay
1805,country
1806,much
1807,drugs
1808,drug
1809,lobbies
1810,reasons
1811,complexity
1812,distribution
1813,basically
